query-id,text
60,2024년 국고채 금리 상승과 부동산 매매가격 하락의 연관성 분석
61,2021년 2분기 GDP 성장률 상승과 서비스업 취업자 증가의 관계는 어떻게 되나요?
62,"2020년부터 2022년까지 한국의 총 GDP와 1인당 GDP 성장률이 어떻게 변화했으며, 이 변화의 주요 원인은 무엇인가요?"
63,2021년 8-9월 미국과 유로지역의 소비자 물가 상승률 차이는 어떻게 나타났나요?
64,2023년 10월 수도권과 지방에서의 주택 매매거래량과 토지거래량의 변화는 어떻게 달랐나요?
65,"2023년 8월 소비자물가지수 상승에 영향을 미친 주요 요인은 무엇이며, 이는 국제유가 변동과 어떻게 연관되었나요?"
66,2023년 반도체 수출 감소와 2024년 제조업 생산 증가 간의 연관성을 비교 분석하라.
67,2023년 4분기 전체 수출입차와 대미·대일 수출입차 변화를 비교하라.
68,2025년 10월 서울 주택 매매가격 상승률과 전국 토지 가격 변동률을 비교하여 설명하시오
69,2024년 한국의 선행종합지수 안정세와 통합재정수지 적자 확대의 경제적 의미는 무엇인가요?
70,2021년 미국과 유로존의 소비자물가지수 상승률 비교
71,2019년과 2020년 사이 유로존의 GDP 성장률과 브렌트 유가의 변화율은 각각 얼마인가요?
72,2020년과 2021년 대미 및 대 EU 수출입차 변화를 비교하라
73,2020년 원/달러 환율 절상이 대 EU 무역수지 적자에 미친 영향을 분석하라.
74,2020년 한국과 미국의 재정수지 및 경상수지 적자 규모를 비교하라.
75,"2025년 1월 전국, 수도권, 지방의 주택 매매가격 및 매매거래량 비교"
76,2022년 1월 경제활동참가율 추이와 관리재정수지 흑자 간의 상관관계는 어떻게 되나요?
77,일본과 유로지역의 2021-2022년 GDP 성장률 변화를 비교하시오.
78,2023년 한국의 총 GDP와 1인당 GDP 성장률을 비교하라.
79,2023년 1월 수도권과 지방의 주택 매매가격 급락이 토지 거래량 감소에 영향을 주었는가?
80,2023년과 2024년 6월 광의통화(M2) 증가율의 차이를 계산하라.
81,2021년 1월과 2월의 무역수지 흑자폭 차이를 수출입 증가율 기준으로 비교 분석하라.
82,건설투자 전년동기비 변화와 건설수주 및 건축허가면적 전년동기비 증감의 상관관계를 분석하시오.
83,2021년과 2022년 주요 국가의 GDP 성장률을 비교하여 표로 정리해 주세요.
84,"2022년 원/달러 환율 급등이 대미·대일·대EU 수출입차와 원유도입 단가에 미친 영향은 무엇이며, 이는 M1 통화 증가율 및 외환보유액 변동과 어떤 상관관계가 있나요?"
85,2021년 7월 제조업 출하 증가율과 서비스업 생산 증가율이 전산업생산지수에 미친 영향을 비교 분석하라.
86,"2021년부터 2023년까지 제조업 취업자 수 변화와 전체 고용률, 소비자물가 상승률의 상관관계를 분석하시오."
87,2024년 7월 광공업 생산 및 서비스업 생산이 전산업생산에 미친 영향 비교
88,"2021년 4월 경상수지 흑자, 광공업 생산 감소, 서비스업 성장 간의 주요 차이점은 무엇인가요?"
89,2023년 10월 설비투자지수 하락과 제조업 평균가동률 감소의 연관성을 설명하라.
90,한국과 영국의 2022~2023년 물가 상승률 추이 및 인플레이션 대응 정책 차이는 무엇인가요?
91,2022년 국제유가 상승이 한국의 무역수지 적자와 국내 휘발유 가격 상승에 동시에 영향을 미쳤는가?
92,2023년 10월 기계수주 전월 대비 증가율과 전산업생산 전월 대비 감소율의 차이는 얼마인가요?
93,2004~2021년 한국의 1인당 GDP 성장률과 대도시 지가 변동률 간의 상관관계를 분석하라.
94,2021년 초 농축산물 가격 상승과 방한 관광객 감소가 한국 경제에 미친 복합적 영향은 무엇인가요?
95,코로나19로 인한 취업자 수 감소가 2020년 민간소비 감소에 영향을 미쳤는가?
96,2022년 비경제활동인구 감소가 민간소비 회복에 어떤 영향을 미쳤는가?
97,브라질 및 아르헨티나 가뭄이 국제곡물 가격과 유로지역 생산자물가지수(HICP)에 미친 영향은 무엇인가요?
98,2023년 11월 주식 시장 성장과 금융기관 수신 증가의 주요 원인을 분석하라.
99,한국의 소비자물가 추이와 대만의 수출 동향을 비교하라
100,2022년 10월 건설수주액 감소율과 11월 전국 전세가격 하락율을 비교하여 제시하시오.
101,한국 주택시장의 2023년 7월 안정화와 독일 2023년 상반기 산업생산 부진의 경제적 영향은 어떻게 다른가요?
102,유로존의 2020년 GDP 하락과 2022년 8월 한국의 수출 증가 사이의 관계는 무엇인가요?
103,2021년 1월 중앙부처의 재정 집행률이 2월 소비재 수입 증가와 어떤 관계가 있나요?
104,미국과 유로존의 2020년 경제 위기 이후 GDP 및 산업생산 회복 패턴을 비교하라.
105,2021년 중국의 GDP 성장률과 2023년 8월 기준 대 EU 수출 증가율의 차이는 얼마인가?
106,"2008년, 2020년 경제 위기 시기의 유로존 산업생산 변동성과 한국 내구재 소비 패턴 비교"
107,2008년 글로벌 금융위기와 2020년 코로나19 팬데믹이 국제원자재 가격지수와 미국 비농업 취업자 증감에 미친 영향은 어떻게 다른가요?
108,2023년 4월 설비투자지수 반등과 제조업 취업자 수 감소 간의 관계는 무엇인가요?
109,2023년 국제 경유 가격 하락이 원자재 수입 증가에 미친 영향
110,"2001년부터 2023년까지 취업자 수 증가율과 광공업 생산의 최대 연간 증가율은 각각 얼마이며, 그 차이는 어떻게 되나요?"
111,2023년 7월 기준 수도권 및 지방의 주택 매매가격과 전세가격 변동률 차이를 비교하라.
112,2023년 10월 전산업생산 감소가 소비자물가 상승률 둔화에 어떤 영향을 미쳤나요?
113,2021년 4월 관리재정수지 적자 규모와 5월 수출입차 간의 상관관계는 무엇인가요?
114,2021년 8월 수출입차 감소와 금융권 자금 흐름의 주요 차이점은 무엇인가요?
115,2021년 11월 수출 증가 요인과 코스피 지수 하락 요인의 차이점을 설명하라.
116,2021년 8월 국제유가 하락과 2021년 7월 설비투자지수 증가 간 관계
117,2001년부터 2023년까지의 취업자 수 증가 추세와 2024년 2월 주식 시장 상승 요인을 비교하면 어떤 차이가 있나요?
118,2008년 글로벌 금융위기 당시 소매판매와 광공업 생산 추이의 상관관계는 어떻게 나타났나요?
119,2021년 7월 설비투자 성장을 견인한 요인과 제조업 재고 및 출하 변동 요인을 비교하라.
120,2021년 1월 파생금융 순유출액 축소와 기타투자 순유입액 확대가 동행종합지수 순환변동치 하락에 영향을 미쳤는가?
121,2024년 상반기 농축수산물 가격 변동과 주택 매매거래량 증가가 경제 지표에 미친 영향을 종합적으로 설명하라.
122,2020년 이후 코스피와 유로지역 주가 지수의 회복 추세는 어떻게 다른가요?
123,2019년 민간소비 위축과 한국의 1인당 GDP 성장률
124,2021년 11월 농축수산물 가격 상승에 국제유가 변동이 어떤 영향을 미쳤는가?
125,2022년 1월 국내 원유수입가 상승에 따른 무역적자의 영향
126,2024년 1월 주택 시장 회복 요인과 광공업 생산지수 상승 간의 관계는 무엇인가요?
127,서비스업 취업자 비중의 장기 안정성이 2023년 서비스업 생산지수 성장에 어떤 영향을 미쳤나요?
128,2020년 코로나19 팬데믹 기간 재정수지 급감과 2023년 통화 긴축 추세 사이의 인과관계를 분석하라.
129,2022년 1분기 한국의 건설투자 감소가 국내 총투자율 하락에 미친 영향은 무엇인가요?
130,"2021년 7월 중앙정부 예산 집행률과 공공기관 예산 집행률의 차이를 계산하고, 2021년 2분기 서비스업 및 건설업 취업자 증가율과 비교하여 재정 집행 효율성이 고용 회복에 미친 영향을 분석하라."
131,2009년과 2020년 경제 위기 시기 실업률 및 제조업 가동률 변동과 통화 공급 확대의 관계는 무엇인가요?
132,2024년 2월 로이터 지수 하락과 주식 시장 상승이 동시에 발생한 배경은 무엇인가요?
133,2022년 소비자물가 상승에 영향을 미친 공업제품 기여도와 자산운용사 자금 유입 증가의 주요 원인을 비교하라.
134,2021년 1월 선행지수 순환변동치 상승이 동년 수출 회복 및 주택 매매가격 상승과 인과 관계가 있는가?
135,"2023년 11월 농축수산물 가격 하락, 수출 증가, M2 증가율 둔화가 경제 전반에 미친 영향을 종합적으로 분석하라."
136,2023년 비경제활동인구 감소가 제조업 평균가동률 변화에 영향을 미쳤는가?
137,"2023년 7월 관리재정수지 개선과 광공업 생산 감소, 주택 전세가격 지역 간 양극화가 한국 경제에 미친 복합적 영향은 무엇인가요?"
138,2022년 취업자 수 증가와 기계수주 감소 요인을 비교하라.
139,2023년 7월 기준 수도권 및 지방 주요 도시의 주택 매매가격 변동과 토지 거래량 감소 추세 간의 관계는 무엇인가요?
140,2013년부터 2022년까지 서비스업 취업 비중의 안정성과 2022년 10월 건설투자 성장세 사이의 경제적 의미는 무엇인가요?
141,2022년 선행종합지수 하락 요인과 KOSPI 장기 상승 추이의 상충 관계를 경제 선행성과 시장 반응 측면에서 분석하라.
142,2023년 국제유가 하락이 석유류 가격 감소에 미친 영향과 원유 도입단가 변동성의 관계는 어떻게 다른가요?
143,2023년 4월 전체 건설수주 감소율과 선행종합지수 구성지표 중 건설수주액 감소율을 비교하라.
144,2023년 경제활동참가율 최고점과 광의통화(M2) 성장률 둔화의 관계는 무엇인가요?
145,"2023년 주택시장의 매매가격 둔화와 전세가격 상승, 그리고 민간소비의 전년동기비 급감이 경제 구조 변화에 미친 영향은 무엇인가요?"
146,2023년 2/4분기 건설투자 부문별 증감과 건설업 취업자 수 감소의 관계를 설명하라.
147,2023년 1월 건축 분야 성장과 제조업 재고율 상승이 한국 경제에 미치는 상반된 신호는 무엇인가요?
148,2024년 1월 건설업 성장과 서비스업 성장률 간의 주요 차이점은 무엇인가요?
149,2021년 M2 및 Lf 통화지표 증가가 8월 수입 성장세에 어떤 영향을 미쳤는가?
150,8월 주택 매매가격 상승과 수도권 토지 가격 상승 간의 연관성을 분석하라.
151,생산자물가지수 하락이 제조업 재고율 상승에 미친 영향을 분석하시오.
152,2024년 5월 국내 경유 가격 하락이 에너지 수입 증가와 전체 수입 감소의 복합적 관계에 어떤 영향을 미쳤나요?
153,유로존의 2024년 1분기 산업생산 감소율과 한국의 2024년 4월 건설업 성장률 차이는 얼마인가?
154,2021년 2월 서비스업 취업자 감소폭 축소와 2021년 1월 업종별 서비스업 성장률 차이를 비교하라.
155,2021년 M2 광의통화 증가가 주택 매매가격 상승률 감소와 전세가격 안정성에 어떤 영향을 미쳤는가?
156,2024년 한국 재정 현황과 미국 물가 상승률 비교
157,2021년 4~5월 국산 승용차 내수판매량 감소와 자동차 제조업 출하 감소가 시사하는 산업별 영향은 무엇인가요?
158,건물 건설과 토목 건설의 장기적 추이(2001~2021년)에서 나타나는 상반된 흐름은 무엇인가요?
159,2020-2022년 M1 통화 증가율 변화가 운송장비 및 기계류 투자 변동성에 미친 영향을 분석하라.
160,2022년 5월 실업률 개선과 무역적자 확대가 동시에 발생한 경제적 배경은 무엇인가요?
161,일본의 2022년 4월 산업생산 하락은 과거 금융위기와 코로나19 팬데믹 기간의 변동성과 어떤 유사점과 차이점을 보이는가?
162,2021년 10월 선행종합지수 순환변동치 하락폭과 국내 15~64세 고용률 상승폭의 차이는 얼마인가?
