query-id,corpus-id,score
147204,QA2_241021_00_009814_0002,1
32509,QA2_240730_00_002168_0002,1
7196,QA2_240718_00_000480_0003,1
91306,QA2_240731_00_006088_0001,1
2381,QA2_240702_00_000159_0003,1
11142,QA2_240725_00_000743_0003,1
59408,QA2_240711_00_003961_0002,1
112941,QA2_240912_00_007530_0001,1
21877,QA2_240801_00_001459_0002,1
70527,QA2_240802_00_004702_0003,1
59367,QA2_240715_00_003958_0003,1
12201,QA2_240715_00_000814_0001,1
47805,QA2_240702_00_003187_0003,1
63260,QA2_240723_00_004218_0001,1
60097,QA2_240709_00_004007_0002,1
3019,QA2_240702_00_000202_0001,1
15544,QA2_240807_00_001037_0002,1
7370,QA2_240716_00_000492_0002,1
104153,QA2_240902_00_006944_0004,1
113005,QA2_240910_00_007534_0004,1
86521,QA2_240729_00_005769_0001,1
149927,QA2_241022_00_009996_0001,1
80088,QA2_240805_00_005340_0001,1
88315,QA2_240801_00_005888_0003,1
149992,QA2_241022_00_010000_0002,1
33613,QA2_240903_00_002241_0003,1
141603,QA2_241016_00_009441_0001,1
10246,QA2_240730_00_000684_0001,1
81511,QA2_240809_00_005435_0001,1
80497,QA2_240807_00_005367_0002,1
42414,QA2_240726_00_002828_0002,1
59818,QA2_240715_00_003988_0004,1
115042,QA2_240923_00_007670_0003,1
85749,QA2_240731_00_005717_0002,1
66383,QA2_240724_00_004426_0002,1
112646,QA2_240906_00_007510_0003,1
95767,QA2_240819_00_006385_0002,1
25232,QA2_240731_00_001683_0001,1
19065,QA2_240725_00_001271_0003,1
44296,QA2_240806_00_002954_0001,1
104545,QA2_240904_00_006970_0005,1
93867,QA2_240812_00_006258_0004,1
116313,QA2_240926_00_007755_0001,1
44756,QA2_240808_00_002984_0003,1
93868,QA2_240812_00_006258_0004,1
78776,QA2_240729_00_005252_0004,1
44298,QA2_240806_00_002954_0002,1
146873,QA2_241021_00_009792_0002,1
110263,QA2_240906_00_007351_0003,1
94095,QA2_240813_00_006273_0003,1
145312,QA2_241016_00_009688_0002,1
149541,QA2_241022_00_009970_0001,1
78155,QA2_240807_00_005211_0001,1
54494,QA2_240715_00_003633_0003,1
114776,QA2_240927_00_007652_0003,1
25538,QA2_240729_00_001703_0002,1
149539,QA2_241022_00_009970_0001,1
93046,QA2_240812_00_006204_0001,1
23812,QA2_240808_00_001588_0002,1
22654,QA2_240906_00_001511_0001,1
63003,QA2_240724_00_004201_0001,1
96029,QA2_240819_00_006402_0005,1
84797,QA2_240808_00_005654_0001,1
76878,QA2_240729_00_005126_0001,1
75392,QA2_240725_00_005027_0001,1
93869,QA2_240812_00_006258_0004,1
33225,QA2_240726_00_002215_0003,1
145353,QA2_241016_00_009691_0001,1
105453,QA2_240906_00_007031_0001,1
114766,QA2_240927_00_007652_0001,1
73009,QA2_240802_00_004868_0003,1
67994,QA2_240809_00_004533_0004,1
26923,QA2_240807_00_001795_0004,1
115396,QA2_240920_00_007694_0001,1
62994,QA2_240722_00_004200_0002,1
86993,QA2_240729_00_005800_0003,1
86574,QA2_240806_00_005772_0002,1
26336,QA2_240807_00_001756_0003,1
31162,QA2_240729_00_002078_0002,1
106830,QA2_240909_00_007122_0005,1
14345,QA2_240807_00_000957_0002,1
21920,QA2_240819_00_001462_0001,1
93215,QA2_240812_00_006215_0002,1
124259,QA2_241004_00_008284_0003,1
45461,QA2_240731_00_003031_0003,1
18573,QA2_240911_00_001239_0001,1
6066,QA2_240716_00_000405_0002,1
122130,QA2_241003_00_008142_0004,1
23372,QA2_240812_00_001559_0001,1
23267,QA2_240805_00_001552_0001,1
95772,QA2_240819_00_006385_0003,1
73595,QA2_240725_00_004907_0001,1
95762,QA2_240819_00_006385_0001,1
315,QA2_241028_00_000021_0004,1
124246,QA2_241004_00_008284_0001,1
122129,QA2_241003_00_008142_0004,1
33216,QA2_240726_00_002215_0001,1
18579,QA2_240911_00_001239_0002,1
54495,QA2_240715_00_003633_0003,1
134867,QA2_241005_00_008992_0001,1
145352,QA2_241016_00_009691_0001,1
14347,QA2_240807_00_000957_0002,1
66386,QA2_240724_00_004426_0003,1
83043,QA2_240731_00_005537_0001,1
26925,QA2_240807_00_001795_0004,1
67987,QA2_240809_00_004533_0002,1
18159,QA2_240809_00_001211_0002,1
44307,QA2_240806_00_002954_0005,1
44275,QA2_240730_00_002952_0002,1
145362,QA2_241016_00_009691_0003,1
38831,QA2_240902_00_002589_0003,1
16734,QA2_240819_00_001116_0003,1
45497,QA2_240724_00_003034_0001,1
25539,QA2_240729_00_001703_0002,1
31170,QA2_240729_00_002078_0003,1
23811,QA2_240808_00_001588_0001,1
21928,QA2_240819_00_001462_0003,1
86997,QA2_240729_00_005800_0004,1
145358,QA2_241016_00_009691_0002,1
114767,QA2_240927_00_007652_0001,1
25537,QA2_240729_00_001703_0002,1
78681,QA2_240730_00_005246_0002,1
26448,QA2_240819_00_001764_0001,1
71969,QA2_240725_00_004798_0003,1
94143,QA2_240809_00_006277_0001,1
26459,QA2_240819_00_001764_0003,1
39435,QA2_240807_00_002629_0005,1
78767,QA2_240729_00_005252_0001,1
26446,QA2_240819_00_001764_0001,1
86986,QA2_240729_00_005800_0001,1
20386,QA2_240802_00_001360_0001,1
19305,QA2_240814_00_001287_0005,1
108199,QA2_240919_00_007214_0001,1
9852,QA2_240726_00_000657_0004,1
32954,QA2_240716_00_002197_0004,1
45407,QA2_240716_00_003028_0001,1
74776,QA2_240801_00_004986_0001,1
74588,QA2_240730_00_004973_0002,1
75008,QA2_240731_00_005001_0003,1
108208,QA2_240919_00_007214_0003,1
122881,QA2_240930_00_008193_0001,1
65045,QA2_240723_00_004337_0003,1
65053,QA2_240723_00_004337_0008,1
19306,QA2_240809_00_001288_0001,1
107927,QA2_240909_00_007196_0001,1
146072,QA2_241017_00_009739_0001,1
128087,QA2_240726_00_008540_0001,1
76001,QA2_240806_00_005067_0004,1
134824,QA2_241007_00_008989_0001,1
12302,QA2_240712_00_000821_0001,1
137832,QA2_241013_00_009189_0004,1
142822,QA2_241016_00_009522_0002,1
74388,QA2_240729_00_004960_0001,1
73962,QA2_240731_00_004931_0004,1
56573,QA2_240718_00_003772_0002,1
6149,QA2_240716_00_000410_0003,1
74592,QA2_240730_00_004973_0003,1
32947,QA2_240716_00_002197_0003,1
47217,QA2_240701_00_003148_0005,1
44479,QA2_240730_00_002966_0001,1
74780,QA2_240801_00_004986_0002,1
27049,QA2_240722_00_001804_0001,1
73955,QA2_240731_00_004931_0002,1
75666,QA2_240729_00_005045_0001,1
14099,QA2_240724_00_000940_0003,1
130492,QA2_240919_00_008700_0011,1
126920,QA2_240911_00_008462_0001,1
74778,QA2_240801_00_004986_0001,1
9842,QA2_240726_00_000657_0001,1
75994,QA2_240806_00_005067_0001,1
73136,QA2_240729_00_004876_0003,1
108672,QA2_240909_00_007245_0004,1
118371,QA2_240927_00_007892_0002,1
48506,QA2_240703_00_003234_0003,1
118627,QA2_240925_00_007909_0002,1
89893,QA2_240809_00_005993_0003,1
12314,QA2_240712_00_000821_0003,1
17307,QA2_240808_00_001154_0004,1
74500,QA2_240809_00_004967_0002,1
128100,QA2_240726_00_008540_0003,1
134831,QA2_241007_00_008989_0003,1
74782,QA2_240801_00_004986_0002,1
32563,QA2_240711_00_002171_0005,1
132473,QA2_241004_00_008832_0002,1
74595,QA2_240730_00_004973_0003,1
127803,QA2_240709_00_008521_0001,1
75793,QA2_240807_00_005053_0004,1
9844,QA2_240726_00_000657_0001,1
108669,QA2_240909_00_007245_0003,1
96031,QA2_240819_00_006403_0001,1
9814,QA2_240806_00_000655_0001,1
49662,QA2_240704_00_003311_0003,1
73953,QA2_240731_00_004931_0002,1
56575,QA2_240718_00_003772_0002,1
75823,QA2_240808_00_005055_0004,1
9800,QA2_240801_00_000654_0002,1
108069,QA2_240906_00_007205_0003,1
73135,QA2_240729_00_004876_0002,1
108671,QA2_240909_00_007245_0003,1
75635,QA2_240731_00_005043_0001,1
73209,QA2_240731_00_004881_0002,1
138179,QA2_241015_00_009212_0005,1
74878,QA2_240805_00_004992_0004,1
6150,QA2_240716_00_000410_0003,1
75791,QA2_240807_00_005053_0003,1
138177,QA2_241015_00_009212_0005,1
65109,QA2_240722_00_004341_0002,1
73210,QA2_240731_00_004881_0003,1
75787,QA2_240807_00_005053_0003,1
73876,QA2_240726_00_004926_0001,1
30305,QA2_240730_00_002021_0001,1
75006,QA2_240731_00_005001_0001,1
17470,QA2_240906_00_001165_0002,1
49664,QA2_240704_00_003311_0003,1
40553,QA2_240910_00_002704_0003,1
48510,QA2_240703_00_003234_0003,1
136674,QA2_241004_00_009112_0006,1
127804,QA2_240709_00_008521_0001,1
129171,QA2_240812_00_008612_0001,1
127625,QA2_240701_00_008509_0001,1
44481,QA2_240730_00_002966_0001,1
65105,QA2_240722_00_004341_0002,1
75004,QA2_240731_00_005001_0001,1
73954,QA2_240731_00_004931_0002,1
73883,QA2_240726_00_004926_0002,1
127813,QA2_240709_00_008521_0003,1
134826,QA2_241007_00_008989_0002,1
49721,QA2_240718_00_003315_0003,1
14094,QA2_240724_00_000940_0002,1
108664,QA2_240909_00_007245_0001,1
118376,QA2_240927_00_007892_0004,1
30306,QA2_240730_00_002021_0001,1
101960,QA2_240903_00_006798_0001,1
106524,QA2_240906_00_007102_0002,1
2669,QA2_240702_00_000178_0005,1
13041,QA2_240724_00_000870_0001,1
57195,QA2_240716_00_003813_0003,1
131096,QA2_240927_00_008740_0002,1
35431,QA2_240715_00_002363_0001,1
66906,QA2_240802_00_004461_0001,1
6589,QA2_240708_00_000440_0001,1
6414,QA2_240719_00_000428_0002,1
126466,QA2_241008_00_008432_0001,1
6594,QA2_240708_00_000440_0002,1
100228,QA2_240904_00_006682_0003,1
57104,QA2_240719_00_003807_0003,1
8203,QA2_240716_00_000547_0003,1
135541,QA2_241013_00_009037_0001,1
143436,QA2_241016_00_009563_0002,1
15865,QA2_240812_00_001058_0003,1
50084,QA2_240704_00_003339_0003,1
30116,QA2_240806_00_002008_0003,1
143439,QA2_241016_00_009563_0002,1
66905,QA2_240802_00_004461_0001,1
39070,QA2_240812_00_002605_0003,1
107055,QA2_240906_00_007137_0003,1
39073,QA2_240812_00_002605_0004,1
135555,QA2_241013_00_009037_0004,1
66909,QA2_240802_00_004461_0002,1
106523,QA2_240906_00_007102_0002,1
4417,QA2_240715_00_000295_0004,1
30159,QA2_240712_00_002011_0004,1
132236,QA2_240926_00_008816_0003,1
33147,QA2_240704_00_002210_0004,1
30106,QA2_240806_00_002008_0001,1
76155,QA2_240802_00_005077_0004,1
143578,QA2_241016_00_009572_0004,1
131088,QA2_240927_00_008740_0001,1
149708,QA2_241022_00_009981_0002,1
57004,QA2_240716_00_003801_0001,1
149760,QA2_241022_00_009984_0003,1
50076,QA2_240704_00_003339_0001,1
2670,QA2_240702_00_000178_0005,1
108830,QA2_240910_00_007256_0001,1
140315,QA2_241016_00_009355_0002,1
47953,QA2_240719_00_003197_0003,1
76304,QA2_240730_00_005087_0003,1
91052,QA2_240807_00_006071_0001,1
29880,QA2_240712_00_001992_0003,1
57105,QA2_240719_00_003807_0003,1
4412,QA2_240715_00_000295_0001,1
109060,QA2_240906_00_007271_0002,1
62258,QA2_240806_00_004151_0002,1
109160,QA2_240909_00_007278_0002,1
62898,QA2_240801_00_004194_0001,1
6408,QA2_240719_00_000428_0001,1
106521,QA2_240906_00_007102_0002,1
149752,QA2_241022_00_009984_0002,1
56690,QA2_240717_00_003780_0002,1
4414,QA2_240715_00_000295_0001,1
140301,QA2_241014_00_009354_0001,1
39072,QA2_240812_00_002605_0003,1
15861,QA2_240812_00_001058_0002,1
3485,QA2_240711_00_000233_0001,1
116921,QA2_241004_00_007795_0003,1
62261,QA2_240806_00_004151_0004,1
66912,QA2_240802_00_004461_0002,1
66276,QA2_240724_00_004419_0002,1
101956,QA2_240903_00_006798_0001,1
119096,QA2_240926_00_007940_0002,1
92133,QA2_240813_00_006143_0001,1
39686,QA2_240801_00_002646_0003,1
76201,QA2_240801_00_005081_0001,1
3566,QA2_240711_00_000238_0004,1
101992,QA2_240905_00_006800_0002,1
2394,QA2_240701_00_000160_0003,1
6410,QA2_240719_00_000428_0001,1
133530,QA2_241004_00_008902_0006,1
3494,QA2_240711_00_000233_0003,1
57005,QA2_240716_00_003801_0002,1
119094,QA2_240926_00_007940_0002,1
45808,QA2_240806_00_003054_0003,1
56693,QA2_240717_00_003780_0002,1
135554,QA2_241013_00_009037_0004,1
90032,QA2_240807_00_006003_0001,1
146031,QA2_241018_00_009736_0001,1
50228,QA2_240711_00_003349_0002,1
4797,QA2_240710_00_000320_0003,1
47944,QA2_240719_00_003197_0001,1
116914,QA2_241004_00_007795_0001,1
57001,QA2_240716_00_003801_0001,1
66915,QA2_240802_00_004461_0003,1
3487,QA2_240711_00_000233_0002,1
50136,QA2_240712_00_003343_0002,1
39062,QA2_240812_00_002605_0001,1
29869,QA2_240712_00_001992_0002,1
90038,QA2_240807_00_006003_0002,1
62120,QA2_240724_00_004142_0002,1
30905,QA2_240708_00_002061_0001,1
57093,QA2_240719_00_003807_0001,1
57194,QA2_240716_00_003813_0003,1
3490,QA2_240711_00_000233_0002,1
50518,QA2_240711_00_003368_0004,1
111107,QA2_240910_00_007408_0001,1
11007,QA2_240725_00_000734_0005,1
106688,QA2_240910_00_007113_0004,1
84430,QA2_240726_00_005629_0003,1
114887,QA2_240910_00_007660_0002,1
139350,QA2_241016_00_009290_0005,1
16287,QA2_240812_00_001086_0005,1
36418,QA2_240729_00_002428_0003,1
120777,QA2_240927_00_008052_0004,1
16289,QA2_240812_00_001086_0005,1
125254,QA2_240925_00_008351_0001,1
139337,QA2_241016_00_009290_0001,1
82577,QA2_240724_00_005506_0001,1
109505,QA2_240911_00_007301_0001,1
35823,QA2_240812_00_002389_0001,1
30206,QA2_240812_00_002014_0003,1
121869,QA2_240925_00_008125_0003,1
65832,QA2_240724_00_004389_0003,1
100235,QA2_240904_00_006683_0003,1
67201,QA2_240802_00_004481_0001,1
112457,QA2_240910_00_007498_0002,1
114896,QA2_240910_00_007660_0011,1
142050,QA2_241017_00_009470_0003,1
11002,QA2_240725_00_000734_0004,1
57674,QA2_240719_00_003845_0003,1
129749,QA2_240919_00_008650_0004,1
106683,QA2_240910_00_007113_0001,1
70918,QA2_240726_00_004728_0003,1
35942,QA2_240719_00_002397_0001,1
40734,QA2_240702_00_002716_0002,1
86358,QA2_240805_00_005758_0001,1
125259,QA2_240925_00_008351_0003,1
85485,QA2_240808_00_005699_0004,1
139333,QA2_241016_00_009289_0005,1
44811,QA2_240812_00_002988_0002,1
92435,QA2_240812_00_006163_0003,1
10635,QA2_240806_00_000709_0004,1
83524,QA2_240806_00_005569_0001,1
106095,QA2_240912_00_007073_0005,1
84424,QA2_240726_00_005629_0002,1
111817,QA2_240906_00_007455_0002,1
83532,QA2_240806_00_005569_0003,1
82573,QA2_240729_00_005505_0003,1
92441,QA2_240812_00_006163_0004,1
139321,QA2_241016_00_009289_0001,1
95102,QA2_240809_00_006341_0001,1
106695,QA2_240910_00_007113_0008,1
114888,QA2_240910_00_007660_0003,1
107026,QA2_240912_00_007136_0001,1
85193,QA2_240731_00_005680_0002,1
132287,QA2_240926_00_008820_0001,1
139346,QA2_241016_00_009290_0005,1
129495,QA2_240903_00_008633_0006,1
85481,QA2_240808_00_005699_0002,1
13811,QA2_240725_00_000921_0004,1
84380,QA2_240730_00_005626_0001,1
125265,QA2_240925_00_008351_0004,1
50419,QA2_240710_00_003362_0001,1
84382,QA2_240730_00_005626_0002,1
111118,QA2_240910_00_007408_0003,1
100578,QA2_240902_00_006706_0001,1
84435,QA2_240726_00_005629_0003,1
111114,QA2_240910_00_007408_0002,1
121870,QA2_240925_00_008125_0003,1
139347,QA2_241016_00_009290_0005,1
27416,QA2_240725_00_001828_0002,1
130012,QA2_240906_00_008668_0002,1
121862,QA2_240925_00_008125_0001,1
65830,QA2_240724_00_004389_0003,1
87483,QA2_240809_00_005833_0001,1
10622,QA2_240806_00_000709_0002,1
142044,QA2_241017_00_009470_0002,1
130013,QA2_240906_00_008668_0002,1
100580,QA2_240902_00_006706_0001,1
22383,QA2_240806_00_001493_0001,1
84426,QA2_240726_00_005629_0002,1
130006,QA2_240906_00_008668_0001,1
30208,QA2_240812_00_002014_0004,1
111824,QA2_240906_00_007455_0003,1
139326,QA2_241016_00_009289_0003,1
16647,QA2_240809_00_001110_0004,1
23263,QA2_240724_00_001551_0004,1
112210,QA2_240906_00_007481_0002,1
16642,QA2_240809_00_001110_0002,1
50571,QA2_240715_00_003372_0001,1
46420,QA2_240812_00_003095_0003,1
46415,QA2_240812_00_003095_0002,1
3656,QA2_240712_00_000244_0002,1
57664,QA2_240719_00_003845_0001,1
50395,QA2_240710_00_003360_0002,1
109501,QA2_240911_00_007301_0001,1
46418,QA2_240812_00_003095_0002,1
50426,QA2_240710_00_003362_0002,1
120773,QA2_240927_00_008052_0002,1
27413,QA2_240725_00_001828_0002,1
22385,QA2_240806_00_001493_0001,1
87412,QA2_240801_00_005828_0003,1
120766,QA2_240927_00_008052_0001,1
50573,QA2_240715_00_003372_0002,1
62054,QA2_240724_00_004137_0003,1
120364,QA2_241004_00_008025_0001,1
127611,QA2_240702_00_008508_0001,1
123764,QA2_240926_00_008251_0003,1
135856,QA2_240927_00_009058_0001,1
124317,QA2_240919_00_008288_0003,1
144271,QA2_241016_00_009619_0001,1
144273,QA2_241016_00_009619_0001,1
141421,QA2_241014_00_009429_0001,1
144946,QA2_241016_00_009664_0001,1
127609,QA2_240702_00_008508_0001,1
123757,QA2_240926_00_008251_0002,1
125175,QA2_240927_00_008345_0003,1
12189,QA2_240715_00_000813_0003,1
56746,QA2_240716_00_003784_0001,1
66189,QA2_240722_00_004413_0002,1
54098,QA2_240715_00_003607_0002,1
100991,QA2_240902_00_006733_0003,1
140826,QA2_241016_00_009389_0002,1
141378,QA2_241016_00_009426_0001,1
4017,QA2_240710_00_000268_0003,1
4046,QA2_240710_00_000270_0003,1
100981,QA2_240902_00_006733_0001,1
56934,QA2_240719_00_003796_0002,1
116024,QA2_240919_00_007735_0003,1
144237,QA2_241016_00_009616_0003,1
135861,QA2_240927_00_009058_0001,1
56752,QA2_240716_00_003784_0004,1
144955,QA2_241016_00_009664_0002,1
131450,QA2_240930_00_008764_0001,1
125797,QA2_241004_00_008387_0002,1
125850,QA2_241008_00_008390_0003,1
4012,QA2_240710_00_000268_0002,1
51567,QA2_240716_00_003438_0003,1
16064,QA2_240813_00_001071_0003,1
124318,QA2_240919_00_008288_0003,1
131451,QA2_240930_00_008764_0002,1
4077,QA2_240715_00_000272_0003,1
51779,QA2_240715_00_003452_0003,1
147837,QA2_241021_00_009856_0003,1
56935,QA2_240719_00_003796_0002,1
131446,QA2_240930_00_008764_0001,1
125848,QA2_241008_00_008390_0003,1
141423,QA2_241014_00_009429_0001,1
144272,QA2_241016_00_009619_0001,1
6485,QA2_240710_00_000433_0002,1
4079,QA2_240715_00_000272_0003,1
3317,QA2_240704_00_000222_0001,1
133307,QA2_240925_00_008888_0002,1
116849,QA2_240925_00_007790_0003,1
36527,QA2_240729_00_002436_0001,1
100989,QA2_240902_00_006733_0002,1
56927,QA2_240719_00_003796_0001,1
36534,QA2_240729_00_002436_0002,1
125162,QA2_240927_00_008345_0001,1
135868,QA2_240927_00_009058_0003,1
140967,QA2_241015_00_009398_0003,1
125801,QA2_241004_00_008387_0003,1
66194,QA2_240722_00_004413_0003,1
138831,QA2_241015_00_009256_0002,1
66181,QA2_240722_00_004413_0001,1
128167,QA2_240806_00_008545_0002,1
126508,QA2_241008_00_008434_0004,1
51609,QA2_240709_00_003441_0003,1
136898,QA2_241007_00_009127_0003,1
138828,QA2_241015_00_009256_0001,1
137160,QA2_241007_00_009144_0004,1
85718,QA2_240729_00_005715_0003,1
116837,QA2_240925_00_007790_0001,1
134515,QA2_241004_00_008968_0003,1
122671,QA2_240926_00_008179_0001,1
144954,QA2_241016_00_009664_0002,1
124117,QA2_241006_00_008275_0002,1
56758,QA2_240716_00_003784_0005,1
6489,QA2_240710_00_000433_0002,1
123754,QA2_240926_00_008251_0001,1
147835,QA2_241021_00_009856_0002,1
141388,QA2_241016_00_009426_0003,1
138830,QA2_241015_00_009256_0002,1
133314,QA2_240925_00_008888_0003,1
51381,QA2_240712_00_003426_0002,1
124312,QA2_240919_00_008288_0002,1
6483,QA2_240710_00_000433_0001,1
4020,QA2_240710_00_000268_0003,1
128166,QA2_240806_00_008545_0002,1
56732,QA2_240716_00_003783_0001,1
126743,QA2_241012_00_008450_0002,1
61225,QA2_240712_00_004082_0003,1
141432,QA2_241014_00_009429_0004,1
3234,QA2_240703_00_000216_0002,1
140098,QA2_241016_00_009340_0004,1
9022,QA2_240724_00_000602_0002,1
115967,QA2_240919_00_007732_0001,1
62505,QA2_240722_00_004167_0004,1
56736,QA2_240716_00_003783_0001,1
140091,QA2_241016_00_009340_0002,1
138836,QA2_241015_00_009256_0003,1
67435,QA2_240807_00_004496_0003,1
5052,QA2_240709_00_000337_0003,1
25023,QA2_240806_00_001669_0001,1
41845,QA2_240813_00_002790_0003,1
148622,QA2_241021_00_009909_0001,1
128852,QA2_240731_00_008591_0001,1
147042,QA2_241021_00_009803_0003,1
13949,QA2_240726_00_000930_0003,1
85667,QA2_240730_00_005712_0001,1
32150,QA2_240731_00_002144_0002,1
146183,QA2_241021_00_009746_0002,1
61647,QA2_240709_00_004110_0003,1
103213,QA2_240902_00_006881_0003,1
17587,QA2_240911_00_001173_0003,1
2717,QA2_240702_00_000182_0001,1
13947,QA2_240726_00_000930_0003,1
48864,QA2_240722_00_003258_0002,1
95039,QA2_240814_00_006336_0003,1
35674,QA2_240807_00_002379_0002,1
83973,QA2_240806_00_005599_0001,1
95038,QA2_240814_00_006336_0003,1
41841,QA2_240813_00_002790_0002,1
61515,QA2_240715_00_004101_0004,1
39701,QA2_240903_00_002647_0004,1
119883,QA2_240927_00_007993_0001,1
118348,QA2_240927_00_007890_0004,1
83985,QA2_240806_00_005599_0005,1
43981,QA2_240919_00_002933_0001,1
109573,QA2_240912_00_007305_0007,1
25494,QA2_240801_00_001700_0003,1
119739,QA2_240927_00_007983_0004,1
144528,QA2_241016_00_009636_0001,1
116720,QA2_240926_00_007782_0001,1
117931,QA2_240927_00_007863_0001,1
105580,QA2_240911_00_007039_0003,1
83975,QA2_240806_00_005599_0002,1
22502,QA2_240729_00_001501_0001,1
55778,QA2_240709_00_003719_0003,1
90629,QA2_240808_00_006042_0004,1
33095,QA2_240701_00_002207_0002,1
113086,QA2_240910_00_007540_0001,1
84907,QA2_240725_00_005661_0002,1
128858,QA2_240731_00_008591_0002,1
105582,QA2_240911_00_007039_0003,1
128219,QA2_240809_00_008548_0005,1
85675,QA2_240730_00_005712_0002,1
131429,QA2_240926_00_008762_0005,1
149290,QA2_241021_00_009953_0002,1
28150,QA2_240729_00_001877_0003,1
33094,QA2_240701_00_002207_0002,1
7785,QA2_240709_00_000519_0003,1
43991,QA2_240919_00_002933_0003,1
12866,QA2_240712_00_000858_0002,1
122275,QA2_240927_00_008152_0002,1
125464,QA2_241007_00_008365_0001,1
118347,QA2_240927_00_007890_0003,1
128209,QA2_240809_00_008548_0002,1
61506,QA2_240715_00_004101_0002,1
107189,QA2_240906_00_007146_0015,1
61514,QA2_240715_00_004101_0004,1
129926,QA2_240919_00_008662_0005,1
88820,QA2_240807_00_005922_0001,1
124924,QA2_240927_00_008329_0002,1
95029,QA2_240814_00_006336_0001,1
136027,QA2_240930_00_009069_0002,1
83974,QA2_240806_00_005599_0001,1
61504,QA2_240715_00_004101_0002,1
61511,QA2_240715_00_004101_0004,1
55777,QA2_240709_00_003719_0002,1
18498,QA2_240809_00_001234_0002,1
136031,QA2_240930_00_009069_0003,1
102346,QA2_240903_00_006824_0001,1
119894,QA2_240927_00_007993_0004,1
107222,QA2_240909_00_007149_0002,1
109562,QA2_240912_00_007305_0001,1
48857,QA2_240722_00_003258_0001,1
119881,QA2_240927_00_007993_0001,1
109571,QA2_240912_00_007305_0005,1
7775,QA2_240709_00_000519_0001,1
22505,QA2_240729_00_001501_0001,1
141713,QA2_241016_00_009448_0003,1
122278,QA2_240927_00_008152_0003,1
13937,QA2_240726_00_000930_0001,1
941,QA2_241028_00_000063_0003,1
116723,QA2_240926_00_007782_0002,1
118345,QA2_240927_00_007890_0003,1
22507,QA2_240729_00_001501_0002,1
117431,QA2_240930_00_007829_0003,1
43984,QA2_240919_00_002933_0002,1
122271,QA2_240927_00_008152_0002,1
35676,QA2_240807_00_002379_0002,1
125469,QA2_241007_00_008365_0002,1
18504,QA2_240809_00_001234_0003,1
83398,QA2_240809_00_005560_0003,1
117360,QA2_240926_00_007824_0005,1
41967,QA2_240724_00_002798_0003,1
61641,QA2_240709_00_004110_0002,1
41965,QA2_240724_00_002798_0003,1
144532,QA2_241016_00_009636_0002,1
125470,QA2_241007_00_008365_0003,1
146177,QA2_241021_00_009746_0001,1
