query-id,text
34,덴마크의 풍력발전 비중 증가와 프랑스의 원자력 발전량 감소 사이의 관계는 무엇인가요?
35,독일의 국가 수소 전략와 캐나다의 지역별 전력소비 현황
36,14.5 계획의 비화석에너지 목표와 새로운 전력 시스템 구축의 단계별 목표를 비교하여 설명하시오.
37, 2022년 인천광역시의 도시가스 및 석유제품 가격 비교
38,"프랑스의 풍력 및 태양광 발전 설비용량 증가 속도와 수요 커버리지를 독일, 스페인, 이탈리아와 비교하라."
39,독일의 재생에너지원별 2018년 전력생산 비중과 2025년 EEG 목표를 비교하여 목록으로 제시하시오
40,CIGS 박막 태양전지 모듈 제조 및 실증사업의 건물일체형태양전지 적용 지역과 태양광 시설용량 목표 간의 차이점은 무엇인가요?
41,서울시의 하수열 활용 지역난방 사업과 대전시의 폐열에너지 이용 현황은 각각 어떤 기술적 발전과 환경적 효과를 보여주고 있나요?
42,철강업의 탈탄소 정책 영향으로 인한 부가가치 감소와 에너지원단위 변화의 관계는 무엇인가요?
43,"우주태양광발전, 태양광발전, 연료전지의 에너지 변환 원리와 환경적 영향 차이는 무엇인가요?"
44,대전광역시의 임대아파트 태양광발전시설 지원 사업과 복지시설 및 저소득 가구 LED 교체 지원 사업의 지원 대상 및 재원 구성 방식은 어떻게 다른가요?
45,덴마크의 기존 해상풍력 발전용량과 향후 에너지섬 포함 계획의 차이를 비교하라.
46,신재생에너지 발전 설비 비율의 연도별 추이
47,에너지사용량 신고제도와 에너지진단 제도 대상 절차 비교
48,2011~2015년 미국 재생에너지 발전량 증가율과 2010~2016년 주거용 전기요금 증가율의 차이는 어떻게 되나요?
49,2023년 액화천연가스(LNG)의 발전 단 효율과 소비량을 각각 제시하시오.
50,인천시 승용차 증가와 석유소비 감소 관계
51,서울에너지공사와 제주에너지공사의 미션에 기반한 전략 과제를 비교하라.
52,2023년 아시아·태평양 지역의 천연가스 생산 및 소비에 대한 국가별 비교
53,컴퓨터·전자·광학기기 제조업의 급성장과 태양광 생산량 증가 간의 연관성을 분석하라.
54,대전 폐기물 에너지 잠재량 대비 산업단지 태양광 및 영농형 태양광의 시장 잠재량 충족 여부
55,서울에너지공사와 제주에너지공사의 설립 근거 및 주요 전략적 목표를 비교하라.
56,일본의 소니 시티와 서울 서남물재생센터의 하수처리수 열 활용 방식은 어떻게 다른가?
57,2030년 전국 통합 전력시장 구축 목표와 새로운 전력 시스템 구축안의 비화석 에너지 비중 확대 전략은 어떻게 연계되어 있나요?
58,1990년부터 2023년까지 도로연장 증가와 운송장비 제조업 GDP 성장 간의 상관관계는 어떻게 되나요?
59,2005년과 2020년 사이 보일러 용량별 수량 변화와 에너지 생산자 물가지수 변동 추이를 분석하라.
60,2013년 이후 중국 신재생전원 설비 확충에도 불구하고 발전량 기여도가 낮은 주요 원인을 열거하시오.
61,미국과 EU의 에너지·자원 정책에서 환경 규제 완화와 핵심원자재 관리 전략의 차이점은 무엇인가요?
62,독일과 호주의 재생에너지 확대 전략에서 열에너지 전환과 청정에너지 투자의 차이점은 무엇인가요?
63,미국과 일본의 에너지 전환 전략에서 국가 에너지 주도 위원회와 GX2040 비전의 주요 차이점은 무엇인가요?
64,2020년부터 2025년까지의 대전광역시 에너지원별 연평균 증가율 비교
65,"액화석유가스 안전공급 계약제에서 체적판매방법과 중량판매방법의 최소 계약기간은 어떻게 다르며, 소비자보장책임보험의 최대 보상한도는 얼마인가요?"
66,"2023년 한국과 미국의 원유 생산량, 석유제품 소비량, 정제 능력을 비교 분석하라."
67,스페인의 CNMC와 캐나다의 주별 전력 규제기관 체계의 주요 차이점은 무엇인가요?
68,2005년과 2007년의 스페인 FIT/FIP 태양광 및 풍력 지원정책 개정 차이
69,"사쿠마, 신시나노, 히가시시미즈 주파수 변환소의 용량 증설이 50Hz와 60Hz 계통 간 전력 교류를 가능하게 했는지 확인하라."
70,대전광역시의 낮은 전력소비량과 바이오디젤 보급률이 지역 에너지 전환 정책에 어떤 영향을 미쳤나요?
71,대전광역시 수송부문과 가정·상업부문의 2000~2017년 에너지 원별 비중 변화를 비교하여 석유에서 가스 및 전력으로의 전환 추세를 설명하라.
72,울산 지역의 2022년과 2023년 고객호수 증가에도 불구하고 판매 전력량이 감소한 이유는 무엇인가요?
73,2017년부터 2023년까지 태양광 발전과 풍력 발전의 보급 용량 및 발전량 추이를 비교하시오.
74,서비스 부문의 에너지 수요 증가율과 가스 소비 비중 확대 간의 관계를 분석하라.
75,영국 전력시장에서 용량 시장(CM)과 단기 운영 예비력 시장(STOR) 및 속응성 예비력 시장의 목적과 운영 요건은 어떻게 다른가요?
76,2020년부터 2021년까지 신재생에너지 설비 설치 의무화 비율과 실제 태양광 설치량을 비교하여 분석하시오.
77,한국의 에너지 수입 급증과 정유 인프라 확장 간의 관계는 무엇인가요?
78,2017년 대전광역시와 광주광역시의 최종에너지 원별 소비 비중
79,대전광역시의 수력에너지 시장 잠재량이 0인 반면 도시폐기 바이오매스 잠재량은 높은 이유는 무엇인가?
80,2013-2019년 대전광역시 지역에너지절약사업과 2014-2018년 신재생에너지 지역지원사업의 총 투자금액 차이를 계산하라.
81,한국과 독일의 에너지 전환 정책 및 재생에너지 발전설비 비중 변화 요인을 비교 분석하라.
82,독일의 송전망 확충 시 환경·지역주민 갈등을 해결하기 위한 KNE 및 WebGIS 활용 전략과 한국의 에너지 정책 방향 변경 문제 간 상호 시사점 및 적용 가능성은 무엇인가요?
83,2023~2050년 가정 및 수송 부문 가스 수요 비중 수치 및 감소 요인
84,일본의 총 전력소비량이 감소했음에도 CO₂ 배출량이 증가한 원인은 무엇인가요?
85,"온타리오 주의 규제요금제(RPP)와 앨버타주의 규제요금제(RRO)의 가격 결정 주체, 조정 주기, 2023년 가격 상한선 적용 여부를 비교하라."
86,미국 주요 ISO들의 주파수조정시장과 용량시장 운영 방식에서 주요 차이점은 무엇인가요?
87,도안수소연료전지발전소 건립 반대 이유와 에너지 갈등 해결 전략을 비교하라.
88,대전광역시에서 2000년부터 2017년까지 수송부문과 산업부문의 석유제품 및 신재생에너지 소비 추이 차이는 무엇인가요?
89,2023년 인천시 태양광 단독주택 보조금 지원단가 vs 정부 지원기준 도서지역 지원단가 비교
90,대전광역시의 에너지 전환 추세)가 지역난방 요금 억제 정책과 어떤 상호 영향을 미치고 있나요?
91,대전광역시의 LPG 저장탱크 보급사업 경제성과 신재생에너지 보급 현황을 비교하라.
92,2024년 10월 기준 서비스업 생산지수 증가율과 에너지 수입량 증가율의 차이는 얼마인가?
93,2005년부터 2020년까지 주택용과 산업용 도시가스 가격의 계절별 변동 추이와 주요 차이점은 무엇인가요?
94,"2023년 에너지 수입의존도, GDP 성장률, 주요 수입 에너지원"
95,중국 재생에너지법 미비와 탄소배출권 가격 하락 간의 인과 관계를 분석하라.
96,독일의 산업용 전기요금이 재생에너지 전환 과정에서 도매가격 하락에도 불구하고 높은 수준을 유지하는 주요 원인은 세금 및 부담금 증가 때문인가요?
97,2023년 인천광역시의  태양광 및 지열에 대한 정부 보조금 지원기준 비교
98,가짜석유제품 포상금 지급 기준과 연탄 가격 구조를 비교하라.
99,신정책 시나리오에서 SDS 시나리오와 RTS에서 2DS 시나리오로 전환 시 에너지 효율의 기여도 차이는 어떻게 다른가요?
100,EU 전력시장 개편안이 프랑스의 ARENH 메커니즘과 EDF에 미치는 영향은 무엇인가요?
101,1990년부터 2023년까지 석유제품의 전기·열 생산 소비 비중 감소율과 석유 정제 생산량 증가율을 비교하라.
102,미국 NEDC의 전력 설비용량 확대 계획과 일본의 GX 산업 전략이 각 국가의 지속 가능한 성장 목표에 어떻게 기여하는지 설명하라.
103,"2022년 앨버타의 전력도매가격 상승률과 온타리오주 8월 HOEP은 각각 얼마였으며, 두 지역의 가격 변동 요인은 무엇인가요?"
104,제3차 에너지기본계획의 최종에너지 소비 감축 목표와 이를 달성하기 위한 지자체별 중점 추진 과제는 무엇인가요?
105,독일 2050년 1차 에너지 소비 감축 목표 vs 덴마크 2023년 전력 가격 변동폭
106,2010년부터 2023년까지 한국의 천연가스 소비량 증가와 석탄 소비량 변화 추세는 어떻게 다른가요?
107,스페인 용량요금 중단 시기와 재생에너지 정책 전환 및 전력부문 적자의 관계
108,인천광역시 에너지사업기금 융자와 도시가스 공급배관 설치비 지원의 신청 절차 및 지원 조건은 어떻게 다른가요?
109,1990-2023년 석유 의존도 감소와 에너지 수입의존도 상승이 동시에 발생하는지 확인하시오.
110,장기 비행 드론용 파워팩 개발 사업과 과학비즈니스벨트 제로에너지 시범단지에서 각각 활용하는 신재생에너지원의 차이점은 무엇인가요?
111,14.5 계획의 5대 목표와 새로운 전력 시스템 구축 단계별 계획을 기반으로 한 에너지 전환 가속화 기술 및 정책을 구체적으로 제시하라.
112,"2022년 한국의 태양광 발전량이 총발전량에서 차지하는 비중은 얼마이며, 2021년 독일과 미국의 태양광 발전 비중과 비교했을 때 어떤 차이가 있나요?"
113,2025년 4월 프로판의 최고 가격은 얼마인가요?
114,5대 발전집단과 남방전망공사(CSPG)의 전력산업 내 역할과 설비용량 차이는 무엇인가요?
115,대전광역시 2030 온실가스 감축 로드맵의 주요 구성 요소와 균형발전계획의 신재생에너지 보급 목표를 비교하여 나열하시오.
116,국가전망공사(SGCC)와 남방전망공사(CSPG)의 스마트그리드 기술 개발 전략과 신재생에너지 보급 확대 정책을 비교하라.
117,한국의 신재생에너지 발전량 통계와 석유제품의 주요 용도 및 활용 분야에 대해 알려주세요.
118,에너지 집약적 산업의 에너지 투입액 비중과 IT 부문의 생산자물가지수 안정성은 어떻게 대조되는가?
119,2023~2050년 전망 기간 동안 발전용 가스 수요 증가와 수송 부문 가스 수요 감소가 서로 관련이 있는가?
120,서울에너지공사와 제주에너지공사의 4대 전략 과제에서 공통적으로 강조하는 에너지 분야는 무엇인가요?
121,"2018-2023년 한국의 석탄, 원자력, 수력의 소비 추이 비교"
122,"2021~2022년 스페인 전기요금 급등의 주요 원인은 무엇이며, 풍력발전 생산량 감소와 국제 가스 가격 변동이 어떤 역할을 했나요?"
123,석유제품 수입 증가와 수송 부문 휘발유 소비 간의 관계는 무엇인가요?
124,프랑스의 재생에너지 확대 정책과 2023년 전기요금 인상 조치는 글로벌 에너지 위기에 어떻게 대응한 것인가?
125,"2023년부터 2050년까지 석유화학 업종과 철강 업종의 에너지 수요 증감 기여율을 계산하고, 이를 원료 제외 에너지원 비중 변화와 연관지어 분석하라"
126,뉴욕주와 버몬트주의 재생에너지 목표가 각각 NYISO와 ISONE의 용량시장 가격 변동에 미치는 영향을 비교하라.
127,발전 부문의 석탄 소비 증가와 수송 부문의 경유 소비 감소의 주요 원인은 어떻게 다른가요?
128,대전에너지센터에서 실시한 에너지에 대한 인식 조사
129,목재펠릿과 Bio-SRF의 분류 변경 사항 및 해당 변경이 보급용량에 미친 영향을 설명하시오.
130,대전에너지센터의 민관협력 체계 구축 방안과 지역에너지계획에 대한 시민 인식도 설문조사 결과를 비교해 에너지시민 양성 프로그램의 개선 방향을 제시하시오.
131,덴마크의 에너지넷과 스페인의 에너지 전환 전략에서 계통 안정성을 확보하기 위한 주요 조치를 비교하라.
132,난방용 보일러 수량 감소가 서울 소매 도시가스 가격 변동에 어떤 영향을 미쳤나요?
133,1990년대부터 2023년까지 한국의 납사 공급 변화와 발전 부문 소비량의 관계를 설명하라.
134,'강화된 기후 계획'의 감축 목표 부문에서 가장 큰 비중을 차지하는 부문음 무엇인가요?
135,2021년 국가 수소 전략 추진현황 점검과 2023년 국가 수소 전략 개정안의 관리 체계 및 실행 방안을 비교하라.
136,페로브스카이트 태양전지와 배터리 생산의 2040년 및 2030년 목표 용량을 각각 추출하라.
137,에너지효율개선사업의 단열·창호 공사와 보건복지부의 긴급복지 전기요금 지원은 지원 대상과 방식에서 어떤 차이가 있나요?
138,독일의 주요 송전 사업자별 담당 구역과 2013년부터 2022년까지의 투자 및 운영비용 추이에 어떤 차이가 있나요?
139,2025년 제 6차 에너지계획의 전력자립도와 CO2 감축효과 
140,온타리오와 앨버타 주의 2023년 전기요금 체계에서 시간대별 요금제와 규제 요금 상한선 제도의 운영 목적과 차이점을 비교하라.
141,대전 산업단지 태양광 설치사업과 제로에너지건축물 의무화 정책의 법적 근거 및 장애요인은 어떻게 다른가요?
142,스페인의 신재생관제센터와 인도의 완전능동형 배전 운영체계는 재생에너지 통합 시 어떤 차별화된 접근 방식을 제공하는가?
143,EO 14154와 EO 14162의 주요 정책 내용과 EO 14261의 석탄 산업 지원 조치를 비교·분석하라.
144,미국 에너지 해방 행정명령(EO 14154)과 에너지효율 및 재생에너지국(EERE) 및 화석에너지국(FE)의 예산 삭감이 전기차 보급 및 탄소 중립 정책에 미치는 영향을 비교 분석하라.
145,"2010년부터 2023년까지 산업, 가정·상업·공공, 수송 부문에서 석탄과 신재생에너지 소비 비중 변화를 비교하라."
146,인도의 시장 기반 경제급전 도입이 장기계약 중심의 전력 구매 비용 증가 문제를 해결할 수 있는가?
147,서울시 도시가스 소매 가격(2005-2012)과 주택용 전기 요금(2001-2023)의 연도별 변동률 차이는 어떻게 다른가요?
148,독일의 2045년 탄소중립 정책과 일본의 GX2040 비전의 주요 전략 차이점은 무엇인가요?
149,독일의 4대 전력회사와 에너지 전환 정책을 담당하는 주요 기관의 역할을 나열하시오.
150,'에너지 신산업' 전략에서 가장 큰 CO2 감축 기여를 하는 세부사업은 무엇인가요?
151,일본의 RPS법과 FIT 제도가 2030년 CO₂ 배출계수 감축 목표 달성에 어떻게 기여하고 있는가?
152,일본 전력시장 자유화 단계 및 특정규모전기사업자 점유율 변화
153,철도 부문의 에너지 수요 증가와 수송 부문의 가스 수요 감소 간의 인과 관계를 설명하라.
154,영국의 재생에너지 설비 용량 안정성과 인도의 석탄 의존적 전력 시스템의 외부 충격 취약성을 비교하라.
155,"2020~2025년 대전광역시의 석탄, 석유, 천연가스, 전력, 신재생의 부문별 수요 전망 비교"
156,인천광역시에서 환경친화적 자동차(전기차)와 수소전기차에 대한 지원 정책을 비교하라.
157,제로에너지건축물 인증제도 통합안이 2050년 가정 부문 전기 수요와 신재생에너지 수요에 미치는 영향은 무엇인가요?
158,"대전광역시 전력자립도, 지역내 총생산, 인구 구성 변화가 에너지 정책에 미치는 영향"
159,캘리포니아의 재생에너지 비율 목표가 CAISO의 예비력 마진 기준과 용량시장 가격에 미친 영향은?
160,2019년 10월 1일 시행된 신에너지 및 재생에너지 법 개정으로 폐가스와 정제연료유의 보급용량 집계가 중단되었나요?
161,제10차 전력수급기본계획이 2050년 온실가스 배출 감축 전망에 어떤 영향을 미치는가?
162,재생에너지법의 주요 이행 방안과 이를 지원하는 독일 연방 부처들의 역할을 설명하라.
163,"대전광역시 2000~2017년 및 2010~2017년 기간 산업부문과 수송부문의 최종에너지 소비 연평균 증가율 차이를 계산하고, 수송부문 증가율이 더 크게 상승한 이유를 설명하시오."
164,중동 원유 수입 의존도와 단가 변동 간의 관계는 2011년부터 2023년까지 어떻게 변화했는가?
165,2025년 10월 산업 부문 LPG 소비 증가와 석탄 발전량 확대 간의 관계는?
166,"인천시의 신재생에너지 생산량 비중이 전국 평균보다 낮은 이유는 무엇이며, 중소기업 에너지효율화 사업과 같은 정책과의 연관성은 어떻게 되는가?"
167,국제 LPG 가격 하락에 따른 산업 부문 석유 소비의 변화 및 LPG 소비 증가로 인한 총에너지 소비량 감소
168,"코로나19 기간 동안 온타리오주의 상업용 전력수요 감소가 주 전체 전력수요에 미친 영향은 무엇이며, 포스트 코로나 녹색 성장 전략과 어떻게 연결되나요?"
169,산업 부문의 전기 수요 증가와 전체 에너지 수요 감소 추세는 어떻게 상호 연관되는가?
170,2009년 석탄가격 급등으로 인한 전력회사 손실 요인과 2013년 이후 기풍·기광 현상 발생 원인을 비교하라.
171,가정 부문 에너지 소비 및 수요의 현황과 전망 
172,"2023년부터 2050년까지 산업, 수송, 가정 부문의 신재생에너지 수요 증가율을 비교 분석하시오."
173,1990년부터 2023년까지 재생에너지 소비량 증가와 2010년부터 2016년까지 신재생에너지 보급용량 확대 간의 관계는 무엇인가요?
174,산업 부문 에너지 소비 증가율 둔화와 석탄 수요 구조 변화의 연관성을 설명하라.
175,인천광역시 에너지위원회의 신재생에너지 지원에 따른 주택호수 증가와 가구원 수 감소로 인한 에너지 수요 관리
176,영국의 UK ETS 운영 방식과 AI 기반 탄소집약도 시각화 도구는 어떻게 넷제로 목표 달성을 지원하는가?
177,코로나19 기간 인도 전력계통의 주파수 변동 원인과 이를 해결하기 위한 보조서비스 발전량 증가 간의 인과관계를 분석하라.
178,FERC 명령 888호와 2000호가 RTO 설립에 미친 영향을 비교 분석하라.
179,후쿠시마 사태 이후 일본의 원자력발전 설비용량 변화와 2030년 신재생에너지 비중 목표를 비교하라.
180,액화석유가스 공급설비 및 소비설비 구분과 가격자유화에 따른 관리체계 변화
181,2019년 스페인 하루 전 시장에서의 거래된 총 전략량
182,2025년 10월 전체 제조업 생산지수 감소율과 반도체 업종 감소율의 차이를 계산하시오.
183,2017년 인천광역시와 대전광역시의 최종에너지 부문별 소비 비중 변화
184,2023년 수송부문과 건물부문의 에너지소비량 차이를 계산하시오.
185,2023년 총 송배전 손실량과 산업용 전력 소비량의 비율은 어떻게 되나요?
186,EU 청정산업 국가지원 프레임워크(CISAF)와 독일 기후보호법의 산업 탈탄소화 지원 방식을 비교하라.
187,가짜석유제품 신고포상금 지급 요건과 가짜휘발유 판별 방법을 비교하라.
188,일반용 전력 요금제와 심야전력 서비스 요금 체계의 주요 차이점은 무엇인가요?
189,"1990년부터 2023년까지 한국의 석유 의존도 감소 추세와 전력화 비중 증가 간의 상관관계, 그리고 이 변화가 에너지 수입의존도에 미친 영향을 설명해 주세요."
