query-id,text
112,전북지역이 재생에너지산업을 전국 시·도 중 최초로 육성하기로 결정한 연도는 언제인가?
113,전북지역의 재생에너지 생산 비중이 2005년과 2017년 사이에 어떻게 변했는가?
114,2017년 12월 발표된 '재생에너지 3020 이행계획'과 관련해 정부가 중점적으로 육성한 재생에너지 유형은 무엇인가?
115,그림 1에서 태양광과 태양열의 LCOE(균등화발전비용) 변화 추세는 어떠한가?
116,국제기구들이 재생에너지 통계에 포함하는 주요 에너지원 항목들은 무엇인가?
117,그림 3에서 2000년과 2016년 세계 1차에너지 생산량 중 석탄 비중은 어떻게 변화했는가?
118,2016년 기준 세계 재생에너지별 생산량에서 바이오가 차지하는 비중은 얼마인가?
119,국제에너지기구(IEA)에 따르면 2000년부터 2017년까지 세계 재생에너지 발전량의 연평균 증가율과 총 발전량 변화는 어떻게 되나?
120,그림 6에서 수력 발전이 차지하는 비중이 2000년에서 2017년 사이 어떻게 변했는가?
121,전북지역 재생에너지산업 중장기 발전을 위해 제안된 핵심 정책 방향은 무엇인가?
122,독일의 재생에너지 산업 성공 사례에서 언급된 주요 성공 요인은 무엇인가?
123,세계 재생에너지 발전설비 누적 설치용량이 2000년에서 2018년까지 연평균 몇 퍼센트로 증가했는가?
124,인쇄용 고무 블랭킷 단속 결과 몇 개 업체가 적발되었고 적발 금액은 얼마인가?
125,인쇄용 고무 블랭킷이란 어떤 제품인지 정의는 무엇인가?
126,"관세청이 적발한 업체들에 대해 어떤 조치(과징금, 시정조치 등)를 취했는가?"
127,인쇄용 고무 블랭킷 주요 수입 국가는 어디이며 중국산 가격은 일본산보다 어느 정도 차이가 나는가?
128,원산지 표시 위반이 자주 발생한 주요 원인들은 무엇인가?
129,문서에서 추정한 인쇄용 고무 블랭킷 국내 시장 규모는 얼마인가?
130,관세청이 앞으로 인쇄용 고무 블랭킷 원산지 표시 문제에 대해 계획하는 대응 방안은 무엇인가?
131,문서에 제시된 독일산 인쇄용 고무 블랭킷의 적정 원산지 표시 예시는 어떻게 표시되어 있는가?
132,문서에 제시된 중국산 및 일본산 인쇄용 고무 블랭킷의 원산지 미표시 사례 사진은 어떤 상태를 보여주는가?
133,분할·유통 과정에서 원산지 표기가 삭제되거나 보이지 않게 되는 사례는 문서에서 어떻게 설명되었는가?
134,인도네시아 세관직원 초청 연수 일정과 총 연수 기간은 어떻게 되는가?
135,인도네시아 세관직원 초청 연수에 참가한 인원 수는 몇 명인가?
136,연수에서 한국 관세청이 전수할 주요 관세행정 분야는 무엇인가?
137,연수 프로그램에서 AEO 제도 도입 지원을 위해 계획한 구체적 활동은 무엇인가?
138,해당 보도자료의 보도일시는 언제로 기재되어 있는가?
139,한국 전자통관시스템이 국제적으로 인정받은 수상 사례와 연관된 수출 실적은 무엇인가?
140,관세청이 1992년부터 실시한 관세행정기법 연수프로그램의 총 시행 횟수와 참여 인원 규모는 어떻게 되는가?
141,첨부된 주요지표 표에 따르면 한국 전자통관시스템 보급률과 미국·일본의 비율은 각각 얼마인가?
142,첨부표 기준으로 한국의 수입통관·수출통관 소요시간과 권고 소요시간은 어떻게 표기되어 있는가?
143,첨부표에서 표기된 한국의 공항만족도 순위와 해당 주관기관은 무엇으로 표시되어 있는가?
144,이사물품 세금 사후납부 대상 확대 시행일은 언제인가?
145,이사물품 사후납부제에서 세금 납부 기한은 물품 반입 후 몇 일 이내인가?
146,이사물품 사후납부 대상 확대에서 제외되는 사람 유형은 누구인가?
147,사후납부제 납부세액 한도는 얼마에서 얼마로 확대되었나?
148,개정된 고시에 따라 이사물품으로 반입되는 자동차의 과세가격 산정에 반영되는 변경사항은 무엇인가?
149,수입물품 과세가격 결정 관련 감가연수 변경 내용은 어떻게 바뀌었나?
150,관세청이 이사물품수입통관사무처리에관한고시를 개정한 주된 목적은 무엇인가?
151,이번 고시 개정으로 관세청이 기대하는 이사물품 통관 서비스 개선 효과는 무엇인가?
152,2018년 1월부터 7월11일까지 브렌트유 월별 가격 추이는 어떻게 되었나?
153,트럼프 행정부의 이란 핵합의 탈퇴 발표가 이란 원유 수출에 미칠 예상 영향은 무엇인가?
154,문서에서 제시한 이란 원유생산의 2018년 4분기 전망치는 얼마인가?
155,이란 원유수출이 전면 중단될 경우 국제유가 전망치는 얼마로 제시되었나?
156,2018년 5월 기준 베네수엘라 원유 생산량과 연말 전망치는 각각 얼마인가?
157,베네수엘라 원유 공급 감소를 초래한 주요 원인들은 무엇인가?
158,캐나다 오일샌드 업체 생산설비 고장으로 예상되는 대미 수출 일시 감소량은 얼마인가?
159,OPEC이 7월부터 합의한 산유량 증대 규모는 얼마인가?
160,OPEC 증산분에서 사우디아라비아가 차지하는 비중은 문서에서 어떻게 설명되었나?
161,IEA가 추정한 사우디아라비아의 증산여력과 문서에서 추가로 제기된 추정치는 각각 얼마인가?
162,미국 셰일오일 생산 확대의 제약 요인으로 문서에서 언급된 지역과 제약 내용은 무엇인가?
163,문서에서 국제유가 상승의 주요 원인으로 지목한 산유국들은 어떤 국가들인가?
164,대이란 원유수입국들에 대한 제재 유예기간 종료 시점은 문서에서 언제로 명시되었나?
165,2015년 5월 기준 유로지역 실업률은 몇 퍼센트였나?
166,ECB가 2015년에 시행한 양적완화 조치의 월별 매입 규모와 총 시행 기간은 어떻게 되나?
167,2015년 상반기 유로지역 산업생산 및 소매판매의 전반적 추세는 어떠했나?
168,2015년 상반기 유로지역 구매관리지수(PMI)와 소비자신뢰지수의 변화 경향은 무엇인가?
169,2015년 상반기 유로지역 무역수지 월평균 흑자 규모는 얼마였나?
170,유로지역 소비자물가가 플러스로 전환된 시기는 언제이며 원인은 무엇으로 설명되나?
171,청년실업률이 매우 높은 유럽 국가는 어디이며 해당 비율은 어느 수준인가?
172,그리스 사태의 불확실성이 유로지역 금융상황에 미친 영향은 무엇인가?
173,유로화 도입 이후 독일의 환율효과가 유로지역 내 불균형 문제로 연결될 우려는 무엇인가?
174,2013년부터 시행되는 일반편입학과 학사편입학 모집규모 축소 방안의 주요 내용은 무엇인가?
175,개선안에서 여석 산정기준을 변경하는 방식과 변경된 산정비율 표는 어디에 정리되어 있는가?
176,정원외 학사편입학 선발비율 축소 시행 시기와 축소 비율 변경 시작 연도는 언제인가?
177,편입학 모집시기와 연간 시행 횟수에 대한 개선안의 변경 내용은 무엇인가?
178,표2에 정리된 1989년부터 1995년 사이 대학편입학 정책의 주요 변화는 무엇인가?
179,2006년 이후 일반편입 모집시기와 관련하여 실시된 주요 제도 변경 조치는 무엇인가?
180,편입학 제도 개선이 지방대 학부모와 학생에 미칠 예상 영향과 우려 사항은 무엇인가?
181,문서에서 언급한 편입학의 법적 근거로 제시된 고등교육법 조항은 무엇인가?
182,개선안에서 정원의 학사편입학 선발 비율을 현행에서 어떻게 축소하려고 하는가?
183,표1의 '4대요건 확보율에 따른 산정비율'에서 1등급의 산정비율 수치는 얼마인가?
184,개선안에서 일반편입학 여석 산정기준에 반영하려는 교육여건 지표의 수는 몇 개인가?
185,결론에서 제시된 편입학 제도 개선의 한계와 추가로 필요한 조치는 무엇인가?
186,원산지표시 위반으로 과징금 및 과태료가 부과된 회사 수는 몇 개인가?
187,수입물품 유통이력관리제도는 몇 년도에 도입되었고 현재 몇 개 품목이 지정되었는가?
188,유통이력관리제도로 지정된 10개 품목 목록은 무엇인가?
189,관세청이 금년 8월부터 추가로 지정하려는 5개 품목은 무엇인가?
190,유통이력관리제도가 활용하는 '보이지 않는 감시기능'의 영어 표현은 무엇인가?
191,"안경테 원산지표시 적발 건수는 2008년, 2009년, 2010년(3월) 각각 얼마였는가?"
192,고추 원산지표시 적발 건수는 2009년과 2010년 3월까지 각각 얼마였는가?
193,"선글라스 원산지위반 적발 건수는 2008년, 2009년, 2010년(3월) 각각 얼마였는가?"
194,유통이력제도 설문조사에서 조사대상별 응답자 수는 어떻게 구성되었는가?
195,유통이력관리제도에 대한 국내생산업체의 필요성 긍정도 비율은 얼마인가?
196,2023년 10월에 유기농 야채와 과일 매출이 증가한 이유는 무엇인가?
197,10월에 블루베리와 치아씨드 같은 슈퍼푸드가 인기를 끈 배경은 무엇인가?
198,"추운 날씨가 즉석식품, 예를 들어 즉석 국물요리 매출에 미친 영향은 무엇인가?"
199,10월에 밀키트 제품이 특히 인기를 얻은 이유와 소비자 수요 특성은 무엇인가?
200,10월 신선한 육류 매출에서 특히 수요가 증가한 고기는 무엇인가?
201,10월 해산물 판매에서 주목받은 고급 해산물 품목은 무엇인가?
202,치즈와 우유 등 유제품의 10월 매출 추세는 어떠했는가?
203,"식물성 대체 우유(두유, 오트밀크 등)에 대한 10월 소비자 반응은 어떠했는가?"
204,비타민C 함유 음료와 따뜻한 건강 음료의 10월 매출 변화는 어떠했는가?
205,문서에서 설명하는 '편의성 추구' 소비 트렌드가 식자재 소비에 미친 영향은 무엇인가?
206,연말 준비가 10월 식자재 매출에 어떤 영향을 미쳤는가?
207,2024년에도 지속될 것으로 전망된 식품 소비 트렌드와 주목 품목은 무엇인가?
208,보고서 결론에서 10월 소비자들이 동시에 중시하는 두 가지 요소는 무엇이라고 정리했는가?
209,어떤 영국 상업용부동산 펀드들이 환매를 중단했는가?
210,환매 중단을 발표한 펀드들의 총 규모는 얼마인가?
211,영국의 EU 탈퇴 결정 이후 상업용부동산 펀드 환매가 증가한 주요 원인은 무엇인가?
212,순자산가치(NAV) 조정 가능성이 환매 증가에 어떻게 영향했는가?
213,영국 상업용부동산 시장이 최근 고평가되었다는 인식과 해외투자자 수요 변화에 대한 설명은 무엇인가?
214,EU referendum 이후 해외자금 유입은 어떻게 변했는가?
215,영국 EU 탈퇴 결정 이후 영국 주가지수와 부동산 관련 주가의 변동 양상은 어떠한가?
216,은행의 금융안정보고서에서 언급한 영국 상업용부동산의 주요 리스크 평가는 무엇인가?
217,투자은행들은 환매중단 조치가 펀드런(fund-run)이나 금융시장 전반의 시스템 리스크로 확산될 가능성을 어떻게 평가했는가?
218,환매 중단된 펀드들의 현금 보유율은 얼마이며 일반 펀드 평균과 어떻게 다른가?
219,문서에서 예상하는 영국 부동산 가격 하락 폭은 어느 정도인가?
220,상업용부동산펀드가 전체 펀드에서 차지하는 비중과 그로 인한 시장 영향력 평가는 어떠한가?
221,환매 재개 여부를 결정하는 주기는 어떻게 규정되어 있는가?
222,문서에 수록된 영국 상업용 부동산시장 거래규모와 주가지수 그래프는 어느 페이지에 있는가?
