query-id,text
17,2019년과 2020년에 기술 지원이 종료된 마이크로소프트 제품들의 공통적인 위험 요인은 무엇인가요?
18,"라자루스 그룹과 솔라리게이트 공격에서 식별된 ATT&CK 기법들은 각각 사이버킬체인의 어떤 단계에 대응되며, 방어 전략 수립 시 어떤 차이를 고려해야 하나요?"
19,Log4j 취약점을 악용한 해킹그룹의 공격에 대응하기 위해 SBOM이 어떤 역할을 하나요?
20,2019 데이터 유출 평균 비용과 최고 완화 요소 및 규제 산업 장기 비용
21,Windows 업데이트 모델과 2017~2019년 제로데이 취약점 타임라인을 비교하여 각 업데이트 유형이 취약점 대응에 어떻게 기여했는지 설명하라.
22,QNAP NAS 보안 강화를 위해 세션 타임아웃 설정과 다중인증 적용이 모두 필요한가요?
23,2019년에 보고된 신규 모바일 뱅킹 악성앱과 랜섬웨어의 총 수는 얼마인가?
24,2019년 4분기 개인정보 유출 위협 체감 빈도와 행정안전부 점검 결과의 법적 위반 사례 간의 관계는 무엇인가요?
25,Log4j 취약점 악용 시 JNDI 공격 명령 실행을 위한 쿼리 수신서버가 공격 인프라 구성요소에서 수행하는 역할을 설명하라.
26,갠드크랩 랜섬웨어에서 XOR 연산을 통한 랜섬노트 생성과 Salsa20 알고리즘을 이용한 파일 암호화 과정은 어떤 방식으로 연동되어 있나요?
27,5G+ 전략의 10대 핵심산업과 5GML 기반 자동화 보안 아키텍처의 연관성을 설명하라.
28,Enterprise ATT&CK 매트릭스의 5개 탐지 가능 카테고리와 CrowdStrike Global Threat Report 2019에서 제시된 발생 빈도 높은 기법을 비교하라.
29,데이터 3법의 가명 정보 결합 절차가 신용카드 사기 탐지 시나리오에 어떻게 적용될 수 있는지 설명하라.
30,"2019년 체감한 사이버 위협 유형과 2020년 예상 보안 위협의 비율 변화는 무엇이며, 이를 예방하기 위해 가장 중요하게 여겨지는 대응 방안은 무엇인가요?"
31,eChOraix 변종 랜섬웨어와 DeadBolt 랜섬웨어의 공격 방식과 이에 대응하기 위한 NAS 보안수칙의 랜섬웨어 방지 전략을 비교하라.
32,"IoT 기반 APT 공격 탐지를 위한 기만 네트워크 기술은 사이버 킬 체인의 어떤 단계에서 효과적이며, 호스트 기반 방어 전략과의 연계 방안은 무엇인가요?"
33,"Log4j 취약점 발생 원인과 JndiLookup 클래스 제거 명령어, 최신 버전 업데이트 방안을 설명하라"
34,3분기 빅데이터 보안 인식도와 관련하여 26~45세 응답자의 수와 빅데이터 활용 서비스를 인지한 응답자 및 기술 개념만 아는 응답자의 수의 총합을 계산하시오.
35,SynoLocker 랜섬웨어 방지를 위한 DSM 업데이트와 QNAP NAS의 USB 사용금지 설정이 시스템 보안 강화에 어떻게 연계되는가?
36,"2019년 상반기 APT 악성메일 훈련에서 신규 참여기업과 기존 참여기업, 중소기업과 대기업의 악성코드 감염률 차이는 어떻게 나타났나요?"
37,백업 마스터 서버와 테이프 라이브러리 소산 방식을 적용한 재해복구 센터 구성이 RTO/RPO 목표 달성에 어떻게 기여하는지 분석하라.
38,"1989년 AIDS, 2003년 SARS, 2015년 MERS, 2020년 코로나19를 악용한 사이버 공격 유형의 차이점을 비교하라."
39,2019년 애드웨어의 기술적 강화 방법과 랜섬웨어의 침투 후 배포 전략 간의 차이점을 분석하라.
40,스마트 공장 시장 성장과 IoT 악성코드 증가 추이의 연관성을 설명하라.
41,MITRE ATT&CK 엔터프라이즈 메트릭스에 표시된 총 공격 기법 수는 얼마인가요?
42,화웨이 거래 제한에 따른 마이크르소프트의 대처는 무엇인가요?
43,"Amadey Bot의 메일 수집 식별자, Flawed Ammyy와 공유하는 인증서 정보, 자가 복제 경로를 비교 분석하라."
44,"갠드크랩 랜섬웨어의 바이너리 복호화에 사용된 TEA 및 LCG 알고리즘이 매그니베르, 헤르메스 랜섬웨어와 어떻게 유사한지 비교하라."
45,네이버와 다음 피싱 페이지 예시의 인증 모드 구성 차이를 비교하라.
46,네트워크 백업의 보안 취약점을 해결하기 위해 WORM 스토리지 기술이 어떻게 적용되는가?
47,허니팟과 사이버 기만 기술의 주요 기술적 장점과 한계는 어떻게 다른가요?
48,악성코드가 C2 서버에 ID를 전송한 후 MID 페이지를 통해 공격자가 명령을 관리하는 전체 과정을 단계별로 설명하시오.
49,악성코드 지속성 유지 기법 상위 3개 방법의 사용률 합계와 권한 상승 공격 기법 중 가장 높은 사용률을 비교하시오.
50,phproxy를 이용한 피싱 공격에서 URL 변환 및 계정 정보 탈취 과정을 설명하라
51,디스크 복제와 서버 OS 백업 방법의 차이점은 무엇인가요?
52,"한국이 주요 공격 대상 국가 중 하나로 확인된 이유는 무엇이며, Clop 랜섬웨어가 국내 백신 프로그램을 우회하기 위해 어떤 기능을 추가했나요?"
53,phproxy의 complete_url 함수와 reconfirm.htm을 활용한 계정 탈취 후 정상 파일로의 리다이렉트 과정을 설명하시오
54,2019년 체감 사이버 위협 빈도와 위협 헌팅 전략의 연관성을 설명하라
55,ASUS 침해사고에서 유형별 변조 방법의 실행 메커니즘과 쉘코드 처리 방식을 비교하라.
56,"2019년 가장 체감된 사이버 위협인 랜섬웨어와 2020년 예상 주요 위협인 개인정보 유출 간의 인식 변화 배경은 무엇이며, 이를 예방하기 위한 주요 대응 방안은 무엇인가요?"
57,"사이버 기만기술과 허니팟의 IoT 악성코드 탐지 방식 차이점은 무엇이며, 산업제어시설 공격 시뮬레이션에 어떻게 적용될 수 있나요?"
58,Synology NAS에서 지원하는 백업 방식의 종류와 각 방식의 주요 기능 및 장단점을 설명하시오.
59,"QNAP NAS에서 SNMP 서비스와 FTP 서비스의 보안 설정 차이점을 프로토콜 버전, 암호화 방식, 기본값 관리 측면에서 비교하라."
60,중소기업이 백업 방식 선택 시 고려해야 할 요소와 오프라인 백업의 데이터 무결성 보장 방식은 어떻게 다른가요?
61,단방향 제어시스템에서의 원격 모니터링 시 계정 권한관리와 Mercedes-Benz E class 취약점
62,"Log4j 취약점 악용 방식에 대한 봇넷, 랜섬웨어, APT 공격의 차이점"
63,사이버 속임수 기술(Deception Technology)은 IoT 악성코드 탐지 시 기존 심층 방어 기술의 어떤 한계를 보완하는가?
64,Microsoft의 주요 제품기술 지원 종료 시 공통적으로 발생하는 위험 요인과 권장되는 대응 방안은 무엇인가요?
65,악성코드/랜섬웨어 감염 장애 복구 절차와 랜섬웨어 피해 예방 보안 수칙의 주요 차이점은 무엇인가요?
66,이모텟 악성코드 이메일 첨부문서의 사용자 기만 전략을 분석하라.
67,마이크로소프트 SMB 취약점과 윈도우 CryptoAPI 결함이 랜섬웨어 공격에 미치는 영향은 어떻게 다른가요?
68,Kaspersky 2020 보고서에서 언급된 생체 정보 처리 시스템의 취약점과 BioStar 2 사건의 공통점은 무엇인가요?
69,MITRE ATT&CK Framework의 Enterprise 버전과 ICS 버전의 전술 차이점을 비교하라.
70,악성 JS 파일의 난독화 기법과 갠드크랩 랜섬웨어의 Salsa20 암호화 알고리즘은 각각 어떤 방식으로 보안 프로그램 우회를 시도하는가?
71,재택 원격근무 시 사용자와 보안관리자가 각각 준수해야 할 정보보호 실천 수칙은 어떻게 다른가요?
72,MS-SQL 서버에서 xp_cmdshell과 CLR 활성화 절차의 보안 위험과 상호 연관성을 설명하라.
73,'쿼리 수신 서버'를 통한 악성 Class 파일 다운로드 명령 전달 과정과 '사이버 공격 분석(CA)'의 탐지 메커니즘은 어떻게 연관되나요?
74,2025-07-11에 해킹진단도구에서 탐지된 총 이벤트 수는 몇 건인가요?
75,생체 인식 기술의 보안 취약점과 유니세프의 아동 생체 정보 처리 가이드라인 간 주요 차이점은 무엇인가요?
76,악성코드 공격 기법 중 프로세스 인젝션과 후킹의 빈도 비율 차이를 계산하시오.
77,코로나19 확산 상황을 악용한 악성코드의 공격 방식들의 주요 차이점을 비교하라.
78,phproxy를 이용한 계정정보 수집 과정에서 reconfirm.htm 파일의 역할과 OTP 인증번호 탈취 방식을 단계별로 설명하라.
79,기업이 악성코드를 선제적으로 대응하기 위해 수집 및 모니터링해야하는 행위들을 나열하시오
80,Log4j의 StrSubstitutor 클래스에서 순환 참조 방지 로직이 JNDI Reference 클래스의 외부 팩토리 악용 취약점과 어떻게 연관되나요?
81,HBS3 지원 백업 방식 수
82,ICS 네트워크 아키텍처의 계층 수와 2010년부터 2019년까지의 반도체 및 IT 산업 연대기에 제시된 주요 사건 수는 각각 몇 개인가요?
83,한국인터넷진흥원의 IoT 취약점 점검 시스템이 CVE 미등록 취약점과 중학생 해커 사례를 어떻게 대응하는지 분석하라
84,"2분기 취약점 동향의 언론보도 동향, 가독성 개선 선호도 비교 및 요구 사항 내용"
85,Sodinokibi와 WastedLocker 랜섬웨어의 배포 방법과 주요 표적 산업 분야는 어떻게 다른가요?
86,코발트스트라이크의 Bypass UAC 기능이 MITRE ATT&CK 권한 상승 전술과 어떻게 연관되는지 설명하라.
87,갠드크랩 버전 5에서 생성된 임의의 확장자가 암호화 제외 목록에 포함된 이유와 실제 암호화 파일 사례에서 이 확장자가 어떻게 적용되었는지 설명해주세요.
88,Synology NAS에서 HTTPS와 SSH 서비스의 기본 포트 변경 시 권장되는 보안 조치와 포트 포워딩 설정의 필요성은 무엇인가요?
89,"5G 기술의 고밀도 연결 특성과 IoT 기기 확산이 DDoS 공격 위험성을 증가시키는 이유는 무엇이며, 화웨이 제재가 이러한 보안 환경에 어떤 영향을 미쳤나요?"
90,유럽연합 GDPR과 국내 데이터3법 개정안의 주요 차이점을 개인정보 비식별 처리 및 기업 책임 강화 측면에서 비교하라.
91,"다운로더 악성코드에서 사용되는 16진수 값은 각각 어떤 단계에서 데이터 전송 과정에 관여하며, 이 값들이 WinHTTP와 Winlnet API 모드 선택에 어떤 영향을 미치나요?"
92,코로나19 랜섬웨어 공격에서 단축URL 서비스가 악성 앱 유포에 활용되었는가?
93,2018년부터 2019년 1분기까지 윈도우즈 제로데이 취약점 및 공격 사례는 총 몇 건인가요?
94,갠드크랩 랜섬웨어의 암호화 알고리즘 변화와 공격 벡터 확장이 버전별 진화 과정에서 어떻게 상호작용했나요?
95,미미카츠 도구 사용 흔적과 파워셸 스크립트 서비스 등록 간의 연관성을 공격 단계별 시스템 이벤트 로그를 근거로 분석하라
96,다운로더 악성코드의 2차 다운로드 지 인코딩 방식과 bookcodes 악성코드의 문자열 인코딩 방식의 차이점을 비교하시오.
97,2020년 3분기 비밀번호 설정과 계정 정보 보관에 대한 조사
98,2023년 3분기 2단계 인증 사용률과 공인인증서 활용에 대한 글로벌 비교
99,"Clop 랜섬웨어 공격자가 국내 제조업체와 중소기업을 표적으로 삼은 이유는 무엇이며, 악성 메일 제목과 백신 우회 기능이 어떻게 연관되었나요?"
100,"Log4j 취약점 악용 시 Base64 인코딩 명령어 전송 방식과 랜덤 쿼리 이름 생성 방식의 차이점, 그리고 Kinsing 봇넷과 NightSky 랜섬웨어의 공격 실행 메커니즘을 비교하라."
101,악성코드 탐지에서 가장 흔한 두 가지 Discovery 유형과 각각의 대응 전략을 비교하라.
102,"갠드크랩, 매그니베르, 헤르메스 랜섬웨어의 코드 유사성과 TEA, LCG 알고리즘 사용 방식을 비교하라."
103,윈도우즈 고정 수명 주기 정책의 일반 지원과 연장 지원은 서로 다른 기간만큼 제공되는가?
104,"EmailStealer 악성코드가 Amadey Bot과 함께 사용되는 공격 절차에서 어떻게 초기 침투 단계를 지원하며, 이러한 조합이 악성 메일의 정교화에 어떤 영향을 미쳤나요?"
105,원격 근무 확대가 사용자의 동일 계정 사용 증가와 보안 위협 확대에 기여했는가?
106,악성 스크립트 실행 명령어와 데이터 암호화 유출 기법의 관계를 설명하라
107,"미라이 봇넷 공격 절차, 산업제어시설 자산식별, OT 네트워크 프로토콜"
108,갠드크랩와 비너스락커의 연말정산 관련 이메일 유포 방식 간 연관성 분석
109,2분기 GDPR 준비도에 따른 데이터 유출 피해와 5G 보안 인식도 설문조사 결과
110,딥페이크 기술의 사회적 악용 위험성과 자동차 보안 취약점 분석의 주요 차이점은 무엇인가요?
111,Stuxnet 이용 공격에 대한 ATT&CK for ICS 매핑 예시
112,2020년 상반기 모의침투 훈련에 참여한 기업의 수와 인원의 수는 전년 대비 어떻게 되는가?
113, Metta 및 Atomic Red Team 프레임워크가 지원하는 운영체제와 현재 개발 상태는 어떻게 다른가요?
114,소규모 기업과 대기업의 동일 비밀번호 사용 여부 및 보안 조치 현황 비교
115,2019년 모바일 개인 데이터 공격 증가와 2020년 산업시설 랜섬웨어 공격 전략의 연관성을 분석해줘
116,2018년과 2019년의 과학기술정보통신부 대상 사이버 공격의 수를 더하시오. 
117,공격자가 HDK-EXTSERVER에서 Mimikatz로 크리덴셜을 획득한 후 HDK-AD 도메인 컨트롤러를 장악하기 위해 활용한 GPO 기반 악성코드 전파 기법을 단계별로 설명하라.
118,코로나19 기간 동안 표적형 랜섬웨어와 RDP 무차별 대입 공격의 증가 원인 및 상관관계를 분석하시오.
119,"Windows 7, Office 2010, SQL Server 2008 기술 지원 종료 시 발생하는 주요 위험 요인을 비교하라."
120,빅데이터로 인한 보안 위협 경험 빈도와 규제 강화 필요성 인식
121,"Synology NAS에서 SNMP와 FTP 서비스의 보안 취약점을 해결하기 위한 권장 설정은 무엇이며, 두 프로토콜의 암호화 방식은 어떻게 다른가요?"
122,"QNAP NAS 보안가이드의 QNAP-02, QNAP-03, QNAP-04 정책에서 권장하는 계정 보안 조치는 무엇인가요?"
123,"MITRE ATT&CK에서 가장 많은 기법을 탐지할 수 있는 데이터 소스는 무엇이며, 조직의 위협 탐지 전략 수립 시 어떤 데이터 소스를 우선적으로 확보해야 하나요?"
124,"아쿠아틱판다와 포스포러스 해킹 그룹의 Log4j 취약점 악용 공격 방식은 어떤 차이가 있으며, CA(침해 평가)를 통해 이러한 위협을 식별하는 방법은 무엇인가요?"
125,Plague 악성코드의 /etc/ld.so.preload 악용과 비정상 계정 생성이 공격자의 지속적 접근에 어떻게 기여하나요?
126,도커 허브의 악성 이미지 공격 방식과 MAXScript PhysXPluginStl 악성코드의 지역적 확산 패턴은 각각 어떤 특징을 가지나요?
127,GAMCRAB 랜섬웨어가 파일을 암호화하는 과정에서 사용하는 주요 알고리즘과 랜섬노트 생성 방식은 어떻게 다른가요?
128,간소화된 롤업 업데이트 모델 도입이 Windows 보안 취약점 심각도 동향에 미친 영향을 Windows 10 버전별 데이터와 연도별 통계를 기반으로 분석하라.
129,한국이 2019년 2분기 메일 주소 유출 국가 중 두 번째로 높은 수치를 기록한 배경과 국내 개인정보 유출 사고 및 법적 대응 강화의 연관성을 설명하라.
130,EVT 10과 EVT 18 탐지 규칙이 각각 Secondary Logon 서비스 모니터링과 파워셸 스케줄러 등록 이력 확인에 사용되는가?
131,악성코드 서비스 생성과 유효한 계정 활용 공격 간의 대응 전략 차이점은 무엇인가요?
132,스마트폰 보안 위협 대응을 위한 방식과 보안 설정 방식 조사
133,"Email Stealer와 Amadey Bot은 초기 침투 단계에서 어떤 역할을 수행하며, 이들이 수집한 정보가 공격자 서버로 전송되는 과정은 어떻게 다른가요?"
134,"코로나19 상황을 악용한 악성 앱 설치, 스미싱, 비트코인 기부 피싱 메일 등의 사이버 보안 위협은 어떤 방식으로 진행되었으며, 이러한 위협에 대응하기 위한 자세는 무엇인가요?"
135,Log4j 버전 확인 절차를 설명하라.
136,백업 시스템의 클라우드 백업 덮어쓰기 방지와 무선 네트워크 금지에 대한 보안 조치 비교
137,2020년 1분기 스마트폰 보안 예방 요소 인식과 코로나19 랜섬웨어 및 피싱 공격 전략의 차이점은 무엇인가?
138,전체 백업과 신세틱 백업의 저장 공간 효율성과 데이터 관리 방식은 어떻게 다른가요?
139,Comodo 업체가 사용하는 프로세스 명의 수
140,랜섬웨어 복구 시 고려해야 할 주요 위험 요소와 복구 절차의 검증 단계는 무엇인가요?
141,2020년 도커 이미지 취약점으로 인한 공격 증가율
142,2022년 컨테이너 기반 애플리케이션 사용 조직 비율과 피싱 공격 자동화 단계에서 사용되는 핵심 모듈 수는 각각 얼마인가요?
143,"Amadey Bot이 수집한 메일 주소 정보는 어떤 파일에 저장되며, 이 악성코드가 Flawed Ammyy와 공유하는 인증서 정보는 무엇인가요?"
144,"내부망 공격 과정에서 Mimikatz 도구 사용, 파워셸 스크립트 서비스 등록, 감사 로그 삭제 행위가 나타나는 공격 단계를 분석하여 각 흔적이 어떻게 연관되는지 설명하시오."
145,xp_cmdshell과 clr enabled 옵션 활성화가 공격자에게 제공하는 시스템 제어 방식의 차이점을 설명하라.
146,Synology NAS 보안가이드에서 SNMP와 FTP 서비스의 안전한 사용을 위해 권장되는 보안 프로토콜의 총 수는 몇 개인가요?
147,"Synology NAS에서 패스워드 복잡도 설정과 로그인 실패 횟수 제한을 동시에 적용하는 경우, 계정 보안을 효과적으로 강화할 수 있나요?"
148,C2 서버 탐지를 위한 YARA 규칙에서 참조된 로그 파일 경로는 무엇인가요?
